Id,SalePrice
1687,168877.703125
1688,185912.9375
1689,190404.53125
1690,182982.96875
1691,178605.265625
1692,275321.90625
1693,168373.625
1694,180157.59375
1695,165278.046875
1696,275878.5625
1697,178792.734375
1698,383143.75
1699,311266.78125
1700,245255.859375
1701,252977.078125
1702,243103.734375
1703,241410.921875
1704,279944.625
1705,229929.890625
1706,444134.9375
1707,227916.59375
1708,209086.625
1709,297669.78125
1710,205672.203125
1711,257766.484375
1712,237832.640625
1713,252965.4375
1714,217270.390625
1715,215874.171875
1716,181161.484375
1717,177230.671875
1718,136251.359375
1719,200581.96875
1720,243983.96875
1721,170769.921875
1722,133578.5625
1723,158458.21875
1724,214060.53125
1725,242102.6875
1726,189487.96875
1727,149658.796875
1728,182781.9375
1729,164904.4375
1730,165218.640625
1731,119528.648438
1732,132006.296875
1733,117666.34375
1734,129525.90625
1735,131210.390625
1736,111779.15625
1737,344109.0625
1738,214787.203125
1739,281224.6875
1740,210958.65625
1741,194635.59375
1742,174312.828125
1743,173511.125
1744,313158.28125
1745,224597.9375
1746,179856.828125
1747,215920.40625
1748,236890.640625
1749,152965.9375
1750,129440.640625
1751,236990.09375
1752,119673.007812
1753,151110.046875
1754,197577.53125
1755,161034.046875
1756,139725.90625
1757,121841.601562
1758,141609.890625
1759,163361.640625
1760,161773.1875
1761,147431.78125
1762,175323.15625
1763,181263.703125
1764,110145.046875
1765,164560.21875
1766,171199.046875
1767,203934.203125
1768,146962.359375
1769,176377.203125
1770,147416.703125
1771,136466.0
1772,145816.03125
1773,129701.445312
1774,126740.4375
1775,140260.578125
1776,122690.179688
1777,112433.460938
1778,135287.515625
1779,104764.523438
1780,173623.53125
1781,129305.6875
1782,89794.046875
1783,138268.140625
1784,95933.9453125
1785,127169.132812
1786,158728.421875
1787,154248.3125
1788,55939.4023438
1789,104083.539062
1790,63715.984375
1791,176778.03125
1792,166123.78125
1793,125927.796875
1794,147531.296875
1795,135334.546875
1796,124902.671875
1797,117671.9375
1798,128159.078125
1799,102023.546875
1800,141582.296875
1801,131356.9375
1802,136253.234375
1803,153067.15625
1804,136131.484375
1805,137131.21875
1806,113809.515625
1807,132385.5625
1808,126858.820312
1809,118965.953125
1810,143469.484375
1811,97468.9453125
1812,101937.101562
1813,124513.6875
1814,97630.984375
1815,47981.2265625
1816,89309.2109375
1817,108760.40625
1818,150358.859375
1819,126473.414062
1820,59685.6171875
1821,106545.507812
1822,142778.78125
1823,36727.9414062
1824,136140.640625
1825,120026.398438
1826,103207.390625
1827,100231.429688
1828,146141.734375
1829,120043.671875
1830,142247.3125
1831,174110.90625
1832,74864.390625
1833,144785.234375
1834,109322.171875
1835,140736.421875
1836,124045.8125
1837,85357.2109375
1838,123778.25
1839,83712.1328125
1840,172135.09375
1841,139865.671875
1842,69878.8515625
1843,125210.84375
1844,140218.9375
1845,133147.796875
1846,154208.796875
1847,148402.609375
1848,45891.8632812
1849,114965.1875
1850,123879.023438
1851,154128.34375
1852,131624.59375
1853,123087.945312
1854,166795.171875
1855,124241.242188
1856,219624.84375
1857,117812.5
1858,143317.265625
1859,121603.59375
1860,156475.125
1861,121603.59375
1862,317306.625
1863,321726.9375
1864,321792.25
1865,365655.5
1866,351980.96875
1867,246837.9375
1868,293588.4375
1869,202146.390625
1870,232041.171875
1871,259379.546875
1872,170507.78125
1873,227267.1875
1874,138842.1875
1875,201552.0625
1876,199028.5625
1877,217102.046875
1878,208600.65625
1879,131268.875
1880,132431.609375
1881,226975.015625
1882,245633.78125
1883,192624.171875
1884,209163.109375
1885,259077.078125
1886,298370.96875
1887,206554.953125
1888,268047.4375
1889,167888.21875
1890,123009.710938
1891,137046.25
1892,106907.703125
1893,123281.492188
1894,122910.03125
1895,142441.765625
1896,128809.6875
1897,112680.929688
1898,103768.234375
1899,159347.65625
1900,162558.96875
1901,168795.40625
1902,150951.734375
1903,218370.46875
1904,144079.875
1905,194160.640625
1906,192443.75
1907,198608.46875
1908,118321.414062
1909,134584.734375
1910,123548.742188
1911,219692.953125
1912,335016.09375
1913,151062.453125
1914,79590.890625
1915,317850.0625
1916,56194.7382812
1917,258710.125
1918,140248.59375
1919,159890.59375
1920,131148.234375
1921,461801.0
1922,353567.5625
1923,218741.40625
1924,218918.6875
1925,208266.9375
1926,390487.53125
1927,135661.234375
1928,167522.515625
1929,124193.117188
1930,126779.125
1931,146275.375
1932,136499.515625
1933,174010.78125
1934,175803.390625
1935,175986.0625
1936,184261.859375
1937,183225.578125
1938,180482.875
1939,248227.71875
1940,177763.0625
1941,175578.171875
1942,186202.734375
1943,218978.359375
1944,355587.53125
1945,395822.75
1946,143193.8125
1947,326954.15625
1948,187337.421875
1949,245310.59375
1950,181962.96875
1951,266174.75
1952,212124.703125
1953,168518.296875
1954,188153.140625
1955,135615.234375
1956,299987.28125
1957,160640.90625
1958,304704.96875
1959,133223.0625
1960,122361.71875
1961,117024.359375
1962,97492.3203125
1963,112336.867188
1964,111403.5625
1965,137167.15625
1966,142334.109375
1967,295257.46875
1968,434745.03125
1969,411415.6875
1970,481245.0
1971,458986.6875
1972,391159.9375
1973,260719.015625
1974,320731.25
1975,441749.71875
1976,270804.71875
1977,316016.34375
1978,411076.03125
1979,341812.96875
1980,190726.84375
1981,361357.40625
1982,231367.3125
1983,218495.125
1984,158465.984375
1985,212208.671875
1986,205345.8125
1987,177151.90625
1988,176222.703125
1989,195120.25
1990,217514.96875
1991,258158.328125
1992,219644.171875
1993,163669.25
1994,239178.484375
1995,186762.484375
1996,241195.0625
1997,307066.875
1998,364702.0
1999,266136.40625
2000,316996.875
2001,260846.875
2002,246745.0625
2003,251844.265625
2004,277178.65625
2005,224648.734375
2006,229845.546875
2007,235774.4375
2008,215152.65625
2009,191727.828125
2010,195358.015625
2011,146279.140625
2012,172452.796875
2013,181783.96875
2014,181782.015625
2015,206384.828125
2016,194204.40625
2017,195633.96875
2018,112913.476562
2019,129616.609375
2020,118992.5625
2021,108384.0
2022,169185.140625
2023,137406.453125
2024,245180.46875
2025,380808.5
2026,169845.765625
2027,153040.03125
2028,151737.125
2029,173735.71875
2030,277454.34375
2031,256597.453125
2032,270605.875
2033,270979.375
2034,166385.796875
2035,215741.765625
2036,181906.203125
2037,187352.15625
2038,336846.09375
2039,240785.703125
2040,340185.6875
2041,277207.46875
2042,202803.34375
2043,170088.296875
2044,181162.953125
2045,212080.625
2046,134221.59375
2047,148079.796875
2048,138301.40625
2049,132016.5625
2050,180672.859375
2051,108120.296875
2052,130343.8125
2053,149690.75
2054,73789.4609375
2055,167724.9375
2056,129603.945312
2057,120166.859375
2058,223201.25
2059,133604.90625
2060,165592.75
2061,181217.109375
2062,134760.109375
2063,107747.101562
2064,143825.03125
2065,126817.03125
2066,163638.015625
2067,105194.0625
2068,143330.125
2069,89729.53125
2070,110473.640625
2071,89157.125
2072,101259.289062
2073,138850.453125
2074,182156.6875
2075,149118.859375
2076,123858.695312
2077,152075.34375
2078,130221.382812
2079,132985.21875
2080,115815.382812
2081,123255.453125
2082,134665.5
2083,140450.25
2084,107707.09375
2085,118986.054688
2086,149587.515625
2087,124285.929688
2088,101666.257812
2089,64800.9179688
2090,128780.546875
2091,117598.632812
2092,131557.75
2093,132879.546875
2094,129999.234375
2095,152962.296875
2096,75206.7734375
2097,90900.2578125
2098,145338.28125
2099,65176.7460938
2100,88739.3828125
2101,124392.9375
2102,117509.171875
2103,95649.234375
2104,121714.132812
2105,119262.695312
2106,63474.8710938
2107,239523.71875
2108,117806.28125
2109,115660.609375
2110,130350.71875
2111,150601.53125
2112,141358.375
2113,117307.914062
2114,107750.15625
2115,162116.46875
2116,125883.28125
2117,155757.375
2118,124587.90625
2119,100198.226562
2120,114570.90625
2121,96254.8828125
2122,108288.804688
2123,88010.9765625
2124,170623.265625
2125,118445.65625
2126,147975.5625
2127,151115.46875
2128,118895.765625
2129,99658.890625
2130,136060.859375
2131,148966.5
2132,122676.015625
2133,124497.664062
2134,128142.3125
2135,92305.125
2136,67785.5390625
2137,116312.75
2138,131694.8125
2139,150517.234375
2140,141499.1875
2141,145825.359375
2142,128416.976562
2143,141541.375
2144,118175.71875
2145,136766.75
2146,167442.671875
2147,119878.640625
2148,128723.289062
2149,147625.421875
2150,216115.09375
2151,116648.328125
2152,187705.421875
2153,186422.34375
2154,113362.164062
2155,131481.515625
2156,252939.734375
2157,231991.578125
2158,240230.34375
2159,205845.375
2160,174565.4375
2161,240414.40625
2162,408602.15625
2163,351153.5
2164,253949.875
2165,190546.8125
2166,146704.578125
2167,224415.484375
2168,197125.921875
2169,193575.296875
2170,224001.40625
2171,147129.09375
2172,140032.859375
2173,168289.09375
2174,229994.6875
2175,318653.1875
2176,327019.09375
2177,241711.765625
2178,210785.890625
2179,140174.171875
2180,205236.703125
2181,190036.671875
2182,218087.84375
2183,195453.3125
2184,129613.8125
2185,125976.179688
2186,138956.875
2187,152742.578125
2188,156549.4375
2189,212877.203125
2190,83095.6015625
2191,84413.2109375
2192,99455.40625
2193,116996.492188
2194,97739.3359375
2195,106202.585938
2196,101459.539062
2197,112807.5
2198,159555.046875
2199,160051.875
2200,149350.328125
2201,146254.5625
2202,217933.796875
2203,145330.15625
2204,189471.765625
2205,104102.085938
2206,144448.609375
2207,207138.265625
2208,268297.90625
2209,229264.6875
2210,132695.5625
2211,121446.476562
2212,115915.25
2213,106364.367188
2214,121842.875
2215,98719.5078125
2216,144379.640625
2217,85789.515625
2218,58121.015625
2219,77948.640625
2220,77598.140625
2221,322685.1875
2222,260107.03125
2223,278703.0625
2224,212422.953125
2225,114135.515625
2226,178211.640625
2227,190307.15625
2228,274020.375
2229,237369.140625
2230,151766.234375
2231,221787.75
2232,175019.078125
2233,158171.765625
2234,240440.296875
2235,225600.140625
2236,273951.90625
2237,339956.46875
2238,205419.125
2239,105355.171875
2240,162419.34375
2241,165153.75
2242,129258.796875
2243,126293.40625
2244,104983.585938
2245,106868.742188
2246,144966.21875
2247,120839.296875
2248,125235.351562
2249,127342.703125
2250,133610.9375
2251,101994.875
2252,175958.328125
2253,158049.34375
2254,184085.8125
2255,185351.265625
2256,188093.65625
2257,207347.890625
2258,172483.59375
2259,176514.765625
2260,168503.671875
2261,196406.75
2262,221364.859375
2263,346656.875
2264,380192.46875
2265,198840.390625
2266,315810.8125
2267,358604.375
2268,396193.09375
2269,149590.6875
2270,185700.015625
2271,226869.59375
2272,189613.984375
2273,157965.84375
2274,173907.28125
2275,178739.65625
2276,181333.203125
2277,184459.59375
2278,147974.125
2279,131913.90625
2280,127327.867188
2281,161187.40625
2282,183064.515625
2283,108509.171875
2284,112162.609375
2285,145239.171875
2286,124630.109375
2287,363518.34375
2288,275632.8125
2289,409927.28125
2290,472204.65625
2291,323964.6875
2292,441443.125
2293,480797.625
2294,463458.59375
2295,433772.0
2296,231394.734375
2297,309385.6875
2298,317767.90625
2299,403146.15625
2300,353925.15625
2301,274902.15625
2302,242956.046875
2303,237584.8125
2304,258098.3125
2305,183441.375
2306,178171.546875
2307,192232.484375
2308,217426.9375
2309,277303.9375
2310,221026.640625
2311,203250.921875
2312,171813.453125
2313,174722.453125
2314,172288.046875
2315,181645.921875
2316,193956.34375
2317,181481.125
2318,176205.765625
2319,175368.953125
2320,200077.0
2321,238777.171875
2322,167505.046875
2323,179884.828125
2324,176838.578125
2325,205265.515625
2326,167034.265625
2327,216540.78125
2328,228281.046875
2329,183773.46875
2330,175170.90625
2331,360804.875
2332,408915.53125
2333,320281.5625
2334,261078.71875
2335,260207.65625
2336,319533.9375
2337,205584.65625
2338,288697.375
2339,223114.765625
2340,366244.90625
2341,203213.171875
2342,230603.546875
2343,221377.46875
2344,244633.515625
2345,248517.171875
2346,218533.828125
2347,199548.796875
2348,232694.96875
2349,184810.96875
2350,290896.34375
2351,234439.4375
2352,251464.484375
2353,243883.203125
2354,140453.75
2355,148038.421875
2356,157645.5
2357,189150.234375
2358,190817.84375
2359,125340.5
2360,115785.765625
2361,146619.140625
2362,280793.71875
2363,143272.21875
2364,166608.25
2365,215370.46875
2366,187342.34375
2367,219136.5
2368,224162.953125
2369,215716.078125
2370,175202.140625
2371,170369.65625
2372,194900.578125
2373,287206.53125
2374,333897.03125
2375,258163.140625
2376,277190.34375
2377,362637.21875
2378,132995.734375
2379,201993.125
2380,138789.03125
2381,152754.796875
2382,192261.3125
2383,199156.265625
2384,249823.90625
2385,164248.3125
2386,133838.671875
2387,135232.65625
2388,101881.398438
2389,127954.835938
2390,147928.78125
2391,144691.921875
2392,116930.117188
2393,164695.890625
2394,145326.75
2395,203656.4375
2396,132995.09375
2397,213420.984375
2398,136987.1875
2399,54461.6757812
2400,61318.0234375
2401,110980.226562
2402,140176.984375
2403,135673.109375
2404,150539.796875
2405,156128.921875
2406,147614.4375
2407,129091.5
2408,147187.703125
2409,123942.132812
2410,164141.484375
2411,120137.34375
2412,159650.09375
2413,133115.40625
2414,141782.9375
2415,131093.546875
2416,125327.34375
2417,125704.375
2418,129147.773438
2419,130043.671875
2420,122859.140625
2421,143477.5
2422,117073.453125
2423,128578.3125
2424,158798.9375
2425,181241.578125
2426,132271.671875
2427,133261.515625
2428,175235.90625
2429,116894.328125
2430,138907.671875
2431,98834.078125
2432,149543.140625
2433,150382.78125
2434,146504.453125
2435,150549.578125
2436,100718.398438
2437,101262.882812
2438,123559.125
2439,103101.476562
2440,120320.914062
2441,104109.804688
2442,99976.4765625
2443,118617.796875
2444,129947.976562
2445,81237.6953125
2446,129477.203125
2447,182939.578125
2448,133548.0
2449,105422.125
2450,144160.65625
2451,122651.804688
2452,210282.484375
2453,92015.0234375
2454,127484.328125
2455,129422.632812
2456,135156.984375
2457,134813.21875
2458,126164.65625
2459,106399.5625
2460,144966.84375
2461,115597.351562
2462,136939.546875
2463,124090.4375
2464,168060.8125
2465,132087.078125
2466,104821.398438
2467,143296.65625
2468,78931.2578125
2469,73630.1015625
2470,171219.390625
2471,214792.484375
2472,169751.03125
2473,120751.5
2474,67460.1796875
2475,224789.140625
2476,111438.023438
2477,122839.414062
2478,159449.515625
2479,106673.0
2480,161058.1875
2481,122904.9375
2482,125402.164062
2483,108606.921875
2484,123704.695312
2485,126932.90625
2486,160230.453125
2487,182071.875
2488,160589.015625
2489,148372.5
2490,155840.96875
2491,89355.3046875
2492,170506.71875
2493,143407.703125
2494,156066.0
2495,87052.3671875
2496,235582.84375
2497,152153.0625
2498,109645.03125
2499,101745.296875
2500,120793.515625
2501,142427.875
2502,156045.546875
2503,97238.953125
2504,178994.625
2505,229319.734375
2506,253999.515625
2507,305527.59375
2508,250855.84375
2509,208459.5
2510,219572.34375
2511,174447.625
2512,208938.71875
2513,213212.234375
2514,243544.515625
2515,152618.796875
2516,169633.421875
2517,145657.625
2518,156566.75
2519,230129.53125
2520,212131.984375
2521,191508.59375
2522,223613.4375
2523,126380.226562
2524,141618.78125
2525,148430.125
2526,141034.734375
2527,107145.859375
2528,130683.34375
2529,137501.03125
2530,124870.617188
2531,254286.578125
2532,226119.8125
2533,195296.734375
2534,234516.828125
2535,325763.625
2536,232998.9375
2537,233808.921875
2538,176008.078125
2539,184522.03125
2540,175393.046875
2541,172799.203125
2542,161536.09375
2543,128747.96875
2544,124784.507812
2545,131009.390625
2546,125687.375
2547,145731.265625
2548,148878.71875
2549,159623.59375
2550,344492.65625
2551,139602.53125
2552,126832.835938
2553,74486.3359375
2554,103338.507812
2555,126524.351562
2556,105704.492188
2557,114492.304688
2558,163367.40625
2559,142005.734375
2560,142221.4375
2561,156754.21875
2562,135491.34375
2563,154018.9375
2564,198662.75
2565,146100.6875
2566,164073.34375
2567,135647.21875
2568,191174.9375
2569,201072.390625
2570,128249.75
2571,191812.734375
2572,171304.921875
2573,208177.765625
2574,252200.546875
2575,128465.296875
2576,124845.21875
2577,160787.0625
2578,80793.6015625
2579,62344.0390625
2580,139743.15625
2581,128743.429688
2582,116714.265625
2583,271654.625
2584,162919.5
2585,181072.78125
2586,215170.546875
2587,204819.734375
2588,148150.5
2589,148759.03125
2590,213807.46875
2591,214963.359375
2592,201405.671875
2593,255783.953125
2594,178941.15625
2595,205367.90625
2596,326755.03125
2597,179633.5625
2598,276186.65625
2599,338137.375
2600,189938.359375
2601,150341.640625
2602,83223.109375
2603,94190.71875
2604,87250.84375
2605,73251.296875
2606,145419.09375
2607,187686.96875
2608,186613.921875
2609,165403.890625
2610,115286.515625
2611,114916.351562
2612,156534.65625
2613,130836.804688
2614,125577.171875
2615,147310.9375
2616,143428.703125
2617,176208.109375
2618,207937.03125
2619,184532.28125
2620,183184.34375
2621,181081.5
2622,184111.4375
2623,245739.40625
2624,290803.0
2625,334517.375
2626,171292.484375
2627,172092.203125
2628,451753.09375
2629,596353.625
2630,402843.5
2631,470698.75
2632,455689.59375
2633,331339.4375
2634,398677.9375
2635,153860.0
2636,173638.421875
2637,182083.25
2638,276997.1875
2639,195039.5625
2640,153111.265625
2641,103301.195312
2642,191795.328125
2643,100020.6875
2644,117866.578125
2645,102552.820312
2646,93887.8984375
2647,105606.398438
2648,138410.015625
2649,149563.953125
2650,137096.703125
2651,138106.78125
2652,405372.1875
2653,246408.390625
2654,253543.859375
2655,413443.9375
2656,314025.375
2657,342345.59375
2658,292830.8125
2659,324329.34375
2660,350532.15625
2661,382769.59375
2662,361521.28125
2663,267258.8125
2664,269682.15625
2665,341574.75
2666,298250.65625
2667,170852.28125
2668,181153.34375
2669,176239.390625
2670,291331.875
2671,185323.65625
2672,186308.4375
2673,205276.46875
2674,206689.90625
2675,170201.125
2676,185503.9375
2677,192806.0625
2678,254009.140625
2679,281652.90625
2680,284497.59375
2681,426351.4375
2682,352220.65625
2683,515064.8125
2684,330378.5625
2685,361825.25
2686,250136.765625
2687,330194.75
2688,227021.28125
2689,201731.984375
2690,459730.28125
2691,189294.421875
2692,134546.015625
2693,195528.640625
2694,139470.859375
2695,189927.484375
2696,180598.421875
2697,185414.0625
2698,193919.625
2699,169951.1875
2700,147202.09375
2701,147295.359375
2702,113679.398438
2703,128225.96875
2704,144585.75
2705,117662.40625
2706,117439.882812
2707,126859.671875
2708,140539.25
2709,116006.117188
2710,128350.851562
2711,278172.25
2712,393074.96875
2713,162795.03125
2714,146045.96875
2715,170636.625
2716,150782.046875
2717,184275.265625
2718,217070.828125
2719,154202.671875
2720,165582.84375
2721,136942.3125
2722,157246.3125
2723,146929.9375
2724,130913.140625
2725,134062.328125
2726,146266.0
2727,173494.96875
2728,161518.640625
2729,148352.0
2730,149624.890625
2731,133184.21875
2732,128730.96875
2733,158727.328125
2734,147166.0
2735,131761.078125
2736,133671.625
2737,119740.101562
2738,130551.953125
2739,159624.546875
2740,135787.03125
2741,144342.765625
2742,140101.515625
2743,143081.9375
2744,157063.53125
2745,142785.125
2746,133528.9375
2747,158553.1875
2748,125089.164062
2749,131172.328125
2750,133412.015625
2751,141301.921875
2752,195582.03125
2753,158803.5
2754,207719.359375
2755,123476.671875
2756,97914.453125
2757,62651.7226562
2758,62368.109375
2759,156773.28125
2760,122605.078125
2761,144526.34375
2762,138955.484375
2763,176550.640625
2764,144677.171875
2765,279988.71875
2766,136252.21875
2767,88376.8984375
2768,136852.71875
2769,136923.71875
2770,148108.703125
2771,115254.351562
2772,117749.46875
2773,127995.46875
2774,142698.484375
2775,126103.929688
2776,134723.3125
2777,137627.875
2778,121202.53125
2779,124249.976562
2780,99438.5390625
2781,93955.5546875
2782,76862.7734375
2783,101611.585938
2784,129003.6875
2785,120926.523438
2786,70120.0390625
2787,122667.554688
2788,67636.984375
2789,192497.6875
2790,100099.890625
2791,117217.171875
2792,64351.0351562
2793,182355.25
2794,103125.507812
2795,120182.734375
2796,105093.703125
2797,198606.296875
2798,121060.976562
2799,110188.304688
2800,56305.3515625
2801,114480.289062
2802,139204.40625
2803,154828.46875
2804,129742.90625
2805,103826.609375
2806,69343.5390625
2807,170652.921875
2808,151124.015625
2809,136813.0
2810,132720.34375
2811,155426.75
2812,156269.8125
2813,149526.015625
2814,155844.984375
2815,106084.101562
2816,219197.3125
2817,138340.25
2818,131819.3125
2819,150522.171875
2820,128250.421875
2821,116414.570312
2822,205529.078125
2823,285146.96875
2824,183061.84375
2825,158605.3125
2826,131737.234375
2827,131888.25
2828,216345.125
2829,176992.875
2830,242990.703125
2831,177250.78125
2832,241077.5
2833,303552.4375
2834,213441.0
2835,215914.515625
2836,193300.734375
2837,166885.53125
2838,148338.71875
2839,177863.890625
2840,199078.8125
2841,206747.8125
2842,219801.234375
2843,155549.4375
2844,155408.078125
2845,123400.65625
2846,210753.84375
2847,205257.296875
2848,223595.625
2849,203645.21875
2850,278372.9375
2851,221401.59375
2852,235193.5625
2853,235003.453125
2854,139915.65625
2855,206534.578125
2856,201434.09375
2857,186587.421875
2858,211925.171875
2859,127893.835938
2860,129748.585938
2861,141409.1875
2862,192421.578125
2863,131731.65625
2864,252607.46875
2865,143427.328125
2866,137539.65625
2867,98121.359375
2868,85231.484375
2869,108995.648438
2870,125664.945312
2871,89582.4453125
2872,43147.875
2873,113014.195312
2874,143249.0
2875,114735.085938
2876,157503.109375
2877,135741.078125
2878,173136.71875
2879,147567.609375
2880,98591.8515625
2881,150714.078125
2882,167007.390625
2883,187591.5
2884,198105.90625
2885,191858.125
2886,231582.046875
2887,111992.335938
2888,129333.476562
2889,49247.4570312
2890,82125.7890625
2891,142648.96875
2892,59351.359375
2893,107086.984375
2894,64731.2382812
2895,306236.5625
2896,274354.3125
2897,215224.40625
2898,143677.796875
2899,223657.125
2900,159224.640625
2901,237740.203125
2902,186637.53125
2903,330647.8125
2904,362576.5
2905,85900.09375
2906,204562.015625
2907,110689.257812
2908,134872.125
2909,141999.65625
2910,80125.109375
2911,82029.5078125
2912,144576.859375
2913,89715.125
2914,74322.8671875
2915,81952.1171875
2916,85032.5703125
2917,157673.046875
2918,122360.132812
2919,222989.6875
